user_id,block,problem,x1,y1,y2,Choice,Sex,Age,Subject,Trial
29rhCEibHFETpRFShgTi,1,20,-4,0,-12,0,female,27,1,1
29rhCEibHFETpRFShgTi,1,1,-2,0,-4,0,female,27,1,2
29rhCEibHFETpRFShgTi,1,21,-5,0,-6,1,female,27,1,3
29rhCEibHFETpRFShgTi,1,4,-2,0,-8,0,female,27,1,4
29rhCEibHFETpRFShgTi,1,10,-3,0,-5,0,female,27,1,5
29rhCEibHFETpRFShgTi,1,17,-4,0,-6,1,female,27,1,6
29rhCEibHFETpRFShgTi,1,25,-6,0,-8,0,female,27,1,7
29rhCEibHFETpRFShgTi,1,33,-10,0,-12,1,female,27,1,8
29rhCEibHFETpRFShgTi,1,32,-9,0,-11,1,female,27,1,9
29rhCEibHFETpRFShgTi,1,7,-2,0,-11,0,female,27,1,10
29rhCEibHFETpRFShgTi,1,34,-10,0,-5,1,female,27,1,11
29rhCEibHFETpRFShgTi,1,23,-5,0,-10,0,female,27,1,12
29rhCEibHFETpRFShgTi,1,5,-2,0,-9,0,female,27,1,13
29rhCEibHFETpRFShgTi,1,6,-2,0,-10,0,female,27,1,14
29rhCEibHFETpRFShgTi,1,2,-2,0,-5,0,female,27,1,15
29rhCEibHFETpRFShgTi,1,15,-3,0,-9,0,female,27,1,16
29rhCEibHFETpRFShgTi,1,29,-8,0,-12,0,female,27,1,17
29rhCEibHFETpRFShgTi,1,30,-8,0,-11,1,female,27,1,18
29rhCEibHFETpRFShgTi,1,16,-4,0,-5,1,female,27,1,19
29rhCEibHFETpRFShgTi,1,28,-8,0,-10,1,female,27,1,20
29rhCEibHFETpRFShgTi,1,12,-3,0,-8,0,female,27,1,21
29rhCEibHFETpRFShgTi,1,24,-5,0,-12,0,female,27,1,22
29rhCEibHFETpRFShgTi,1,9,-3,0,-4,1,female,27,1,23
29rhCEibHFETpRFShgTi,1,3,-2,0,-6,0,female,27,1,24
29rhCEibHFETpRFShgTi,1,13,-3,0,-10,0,female,27,1,25
29rhCEibHFETpRFShgTi,1,19,-4,0,-10,0,female,27,1,26
29rhCEibHFETpRFShgTi,1,35,-8,0,-2,1,female,27,1,27
29rhCEibHFETpRFShgTi,1,8,-2,0,-12,0,female,27,1,28
29rhCEibHFETpRFShgTi,1,11,-3,0,-6,0,female,27,1,29
29rhCEibHFETpRFShgTi,1,27,-6,0,-12,0,female,27,1,30
29rhCEibHFETpRFShgTi,1,18,-4,0,-8,0,female,27,1,31
29rhCEibHFETpRFShgTi,1,14,-3,0,-12,0,female,27,1,32
29rhCEibHFETpRFShgTi,1,31,-9,0,-12,1,female,27,1,33
29rhCEibHFETpRFShgTi,1,26,-6,0,-10,0,female,27,1,34
29rhCEibHFETpRFShgTi,1,22,-5,0,-8,1,female,27,1,35
29rhCEibHFETpRFShgTi,2,20,-4,0,-12,0,female,27,1,36
29rhCEibHFETpRFShgTi,2,1,-2,0,-4,1,female,27,1,37
29rhCEibHFETpRFShgTi,2,21,-5,0,-6,1,female,27,1,38
29rhCEibHFETpRFShgTi,2,4,-2,0,-8,0,female,27,1,39
29rhCEibHFETpRFShgTi,2,10,-3,0,-5,1,female,27,1,40
29rhCEibHFETpRFShgTi,2,17,-4,0,-6,1,female,27,1,41
29rhCEibHFETpRFShgTi,2,25,-6,0,-8,1,female,27,1,42
29rhCEibHFETpRFShgTi,2,33,-10,0,-12,1,female,27,1,43
29rhCEibHFETpRFShgTi,2,32,-9,0,-11,1,female,27,1,44
29rhCEibHFETpRFShgTi,2,7,-2,0,-11,0,female,27,1,45
29rhCEibHFETpRFShgTi,2,34,-10,0,-5,1,female,27,1,46
29rhCEibHFETpRFShgTi,2,23,-5,0,-10,0,female,27,1,47
29rhCEibHFETpRFShgTi,2,5,-2,0,-9,0,female,27,1,48
29rhCEibHFETpRFShgTi,2,6,-2,0,-10,0,female,27,1,49
29rhCEibHFETpRFShgTi,2,2,-2,0,-5,0,female,27,1,50
29rhCEibHFETpRFShgTi,2,15,-3,0,-9,0,female,27,1,51
29rhCEibHFETpRFShgTi,2,29,-8,0,-12,0,female,27,1,52
29rhCEibHFETpRFShgTi,2,30,-8,0,-11,0,female,27,1,53
29rhCEibHFETpRFShgTi,2,16,-4,0,-5,1,female,27,1,54
29rhCEibHFETpRFShgTi,2,28,-8,0,-10,1,female,27,1,55
29rhCEibHFETpRFShgTi,2,12,-3,0,-8,0,female,27,1,56
29rhCEibHFETpRFShgTi,2,24,-5,0,-12,0,female,27,1,57
29rhCEibHFETpRFShgTi,2,9,-3,0,-4,1,female,27,1,58
29rhCEibHFETpRFShgTi,2,3,-2,0,-6,0,female,27,1,59
29rhCEibHFETpRFShgTi,2,13,-3,0,-10,0,female,27,1,60
29rhCEibHFETpRFShgTi,2,19,-4,0,-10,0,female,27,1,61
29rhCEibHFETpRFShgTi,2,35,-8,0,-2,1,female,27,1,62
29rhCEibHFETpRFShgTi,2,8,-2,0,-12,0,female,27,1,63
29rhCEibHFETpRFShgTi,2,11,-3,0,-6,0,female,27,1,64
29rhCEibHFETpRFShgTi,2,27,-6,0,-12,0,female,27,1,65
29rhCEibHFETpRFShgTi,2,18,-4,0,-8,0,female,27,1,66
29rhCEibHFETpRFShgTi,2,14,-3,0,-12,0,female,27,1,67
29rhCEibHFETpRFShgTi,2,31,-9,0,-12,1,female,27,1,68
29rhCEibHFETpRFShgTi,2,26,-6,0,-10,0,female,27,1,69
29rhCEibHFETpRFShgTi,2,22,-5,0,-8,0,female,27,1,70
29rhCEibHFETpRFShgTi,3,20,-4,0,-12,0,female,27,1,71
29rhCEibHFETpRFShgTi,3,1,-2,0,-4,0,female,27,1,72
29rhCEibHFETpRFShgTi,3,21,-5,0,-6,1,female,27,1,73
29rhCEibHFETpRFShgTi,3,4,-2,0,-8,0,female,27,1,74
29rhCEibHFETpRFShgTi,3,10,-3,0,-5,0,female,27,1,75
29rhCEibHFETpRFShgTi,3,17,-4,0,-6,1,female,27,1,76
29rhCEibHFETpRFShgTi,3,25,-6,0,-8,1,female,27,1,77
29rhCEibHFETpRFShgTi,3,33,-10,0,-12,1,female,27,1,78
29rhCEibHFETpRFShgTi,3,32,-9,0,-11,1,female,27,1,79
29rhCEibHFETpRFShgTi,3,7,-2,0,-11,0,female,27,1,80
29rhCEibHFETpRFShgTi,3,34,-10,0,-5,1,female,27,1,81
29rhCEibHFETpRFShgTi,3,23,-5,0,-10,0,female,27,1,82
29rhCEibHFETpRFShgTi,3,5,-2,0,-9,0,female,27,1,83
29rhCEibHFETpRFShgTi,3,6,-2,0,-10,0,female,27,1,84
29rhCEibHFETpRFShgTi,3,2,-2,0,-5,0,female,27,1,85
29rhCEibHFETpRFShgTi,3,15,-3,0,-9,0,female,27,1,86
29rhCEibHFETpRFShgTi,3,29,-8,0,-12,1,female,27,1,87
29rhCEibHFETpRFShgTi,3,30,-8,0,-11,0,female,27,1,88
29rhCEibHFETpRFShgTi,3,16,-4,0,-5,1,female,27,1,89
29rhCEibHFETpRFShgTi,3,28,-8,0,-10,0,female,27,1,90
29rhCEibHFETpRFShgTi,3,12,-3,0,-8,0,female,27,1,91
29rhCEibHFETpRFShgTi,3,24,-5,0,-12,0,female,27,1,92
29rhCEibHFETpRFShgTi,3,9,-3,0,-4,0,female,27,1,93
29rhCEibHFETpRFShgTi,3,3,-2,0,-6,0,female,27,1,94
29rhCEibHFETpRFShgTi,3,13,-3,0,-10,0,female,27,1,95
29rhCEibHFETpRFShgTi,3,19,-4,0,-10,0,female,27,1,96
29rhCEibHFETpRFShgTi,3,35,-8,0,-2,1,female,27,1,97
29rhCEibHFETpRFShgTi,3,8,-2,0,-12,0,female,27,1,98
29rhCEibHFETpRFShgTi,3,11,-3,0,-6,0,female,27,1,99
29rhCEibHFETpRFShgTi,3,27,-6,0,-12,0,female,27,1,100
29rhCEibHFETpRFShgTi,3,18,-4,0,-8,0,female,27,1,101
29rhCEibHFETpRFShgTi,3,14,-3,0,-12,0,female,27,1,102
29rhCEibHFETpRFShgTi,3,31,-9,0,-12,0,female,27,1,103
29rhCEibHFETpRFShgTi,3,26,-6,0,-10,0,female,27,1,104
29rhCEibHFETpRFShgTi,3,22,-5,0,-8,0,female,27,1,105
3UVynZatfNNfYiEgMPpF,1,9,-3,0,-4,1,female,29,2,1
3UVynZatfNNfYiEgMPpF,1,19,-4,0,-10,0,female,29,2,2
3UVynZatfNNfYiEgMPpF,1,8,-2,0,-12,0,female,29,2,3
3UVynZatfNNfYiEgMPpF,1,20,-4,0,-12,0,female,29,2,4
3UVynZatfNNfYiEgMPpF,1,27,-6,0,-12,0,female,29,2,5
3UVynZatfNNfYiEgMPpF,1,14,-3,0,-12,0,female,29,2,6
3UVynZatfNNfYiEgMPpF,1,33,-10,0,-12,1,female,29,2,7
3UVynZatfNNfYiEgMPpF,1,35,-8,0,-2,1,female,29,2,8
3UVynZatfNNfYiEgMPpF,1,30,-8,0,-11,1,female,29,2,9
3UVynZatfNNfYiEgMPpF,1,11,-3,0,-6,0,female,29,2,10
3UVynZatfNNfYiEgMPpF,1,32,-9,0,-11,1,female,29,2,11
3UVynZatfNNfYiEgMPpF,1,15,-3,0,-9,0,female,29,2,12
3UVynZatfNNfYiEgMPpF,1,26,-6,0,-10,0,female,29,2,13
3UVynZatfNNfYiEgMPpF,1,28,-8,0,-10,1,female,29,2,14
3UVynZatfNNfYiEgMPpF,1,18,-4,0,-8,0,female,29,2,15
3UVynZatfNNfYiEgMPpF,1,23,-5,0,-10,0,female,29,2,16
3UVynZatfNNfYiEgMPpF,1,17,-4,0,-6,1,female,29,2,17
3UVynZatfNNfYiEgMPpF,1,6,-2,0,-10,0,female,29,2,18
3UVynZatfNNfYiEgMPpF,1,1,-2,0,-4,1,female,29,2,19
3UVynZatfNNfYiEgMPpF,1,5,-2,0,-9,0,female,29,2,20
3UVynZatfNNfYiEgMPpF,1,13,-3,0,-10,0,female,29,2,21
3UVynZatfNNfYiEgMPpF,1,25,-6,0,-8,1,female,29,2,22
3UVynZatfNNfYiEgMPpF,1,31,-9,0,-12,0,female,29,2,23
3UVynZatfNNfYiEgMPpF,1,12,-3,0,-8,1,female,29,2,24
3UVynZatfNNfYiEgMPpF,1,24,-5,0,-12,0,female,29,2,25
3UVynZatfNNfYiEgMPpF,1,2,-2,0,-5,1,female,29,2,26
3UVynZatfNNfYiEgMPpF,1,34,-10,0,-5,1,female,29,2,27
3UVynZatfNNfYiEgMPpF,1,29,-8,0,-12,0,female,29,2,28
3UVynZatfNNfYiEgMPpF,1,22,-5,0,-8,1,female,29,2,29
3UVynZatfNNfYiEgMPpF,1,7,-2,0,-11,0,female,29,2,30
3UVynZatfNNfYiEgMPpF,1,21,-5,0,-6,1,female,29,2,31
3UVynZatfNNfYiEgMPpF,1,3,-2,0,-6,1,female,29,2,32
3UVynZatfNNfYiEgMPpF,1,16,-4,0,-5,1,female,29,2,33
3UVynZatfNNfYiEgMPpF,1,10,-3,0,-5,1,female,29,2,34
3UVynZatfNNfYiEgMPpF,1,4,-2,0,-8,0,female,29,2,35
3UVynZatfNNfYiEgMPpF,2,9,-3,0,-4,1,female,29,2,36
3UVynZatfNNfYiEgMPpF,2,19,-4,0,-10,0,female,29,2,37
3UVynZatfNNfYiEgMPpF,2,8,-2,0,-12,0,female,29,2,38
3UVynZatfNNfYiEgMPpF,2,20,-4,0,-12,0,female,29,2,39
3UVynZatfNNfYiEgMPpF,2,27,-6,0,-12,0,female,29,2,40
3UVynZatfNNfYiEgMPpF,2,14,-3,0,-12,0,female,29,2,41
3UVynZatfNNfYiEgMPpF,2,33,-10,0,-12,1,female,29,2,42
3UVynZatfNNfYiEgMPpF,2,35,-8,0,-2,1,female,29,2,43
3UVynZatfNNfYiEgMPpF,2,30,-8,0,-11,1,female,29,2,44
3UVynZatfNNfYiEgMPpF,2,11,-3,0,-6,1,female,29,2,45
3UVynZatfNNfYiEgMPpF,2,32,-9,0,-11,1,female,29,2,46
3UVynZatfNNfYiEgMPpF,2,15,-3,0,-9,0,female,29,2,47
3UVynZatfNNfYiEgMPpF,2,26,-6,0,-10,0,female,29,2,48
3UVynZatfNNfYiEgMPpF,2,28,-8,0,-10,1,female,29,2,49
3UVynZatfNNfYiEgMPpF,2,18,-4,0,-8,0,female,29,2,50
3UVynZatfNNfYiEgMPpF,2,23,-5,0,-10,0,female,29,2,51
3UVynZatfNNfYiEgMPpF,2,17,-4,0,-6,1,female,29,2,52
3UVynZatfNNfYiEgMPpF,2,6,-2,0,-10,0,female,29,2,53
3UVynZatfNNfYiEgMPpF,2,1,-2,0,-4,0,female,29,2,54
3UVynZatfNNfYiEgMPpF,2,5,-2,0,-9,0,female,29,2,55
3UVynZatfNNfYiEgMPpF,2,13,-3,0,-10,0,female,29,2,56
3UVynZatfNNfYiEgMPpF,2,25,-6,0,-8,1,female,29,2,57
3UVynZatfNNfYiEgMPpF,2,31,-9,0,-12,0,female,29,2,58
3UVynZatfNNfYiEgMPpF,2,12,-3,0,-8,1,female,29,2,59
3UVynZatfNNfYiEgMPpF,2,24,-5,0,-12,0,female,29,2,60
3UVynZatfNNfYiEgMPpF,2,2,-2,0,-5,0,female,29,2,61
3UVynZatfNNfYiEgMPpF,2,34,-10,0,-5,1,female,29,2,62
3UVynZatfNNfYiEgMPpF,2,29,-8,0,-12,0,female,29,2,63
3UVynZatfNNfYiEgMPpF,2,22,-5,0,-8,0,female,29,2,64
3UVynZatfNNfYiEgMPpF,2,7,-2,0,-11,0,female,29,2,65
3UVynZatfNNfYiEgMPpF,2,21,-5,0,-6,0,female,29,2,66
3UVynZatfNNfYiEgMPpF,2,3,-2,0,-6,0,female,29,2,67
3UVynZatfNNfYiEgMPpF,2,16,-4,0,-5,0,female,29,2,68
3UVynZatfNNfYiEgMPpF,2,10,-3,0,-5,0,female,29,2,69
3UVynZatfNNfYiEgMPpF,2,4,-2,0,-8,0,female,29,2,70
3UVynZatfNNfYiEgMPpF,3,9,-3,0,-4,0,female,29,2,71
3UVynZatfNNfYiEgMPpF,3,19,-4,0,-10,0,female,29,2,72
3UVynZatfNNfYiEgMPpF,3,8,-2,0,-12,0,female,29,2,73
3UVynZatfNNfYiEgMPpF,3,20,-4,0,-12,0,female,29,2,74
3UVynZatfNNfYiEgMPpF,3,27,-6,0,-12,0,female,29,2,75
3UVynZatfNNfYiEgMPpF,3,14,-3,0,-12,0,female,29,2,76
3UVynZatfNNfYiEgMPpF,3,33,-10,0,-12,0,female,29,2,77
3UVynZatfNNfYiEgMPpF,3,35,-8,0,-2,1,female,29,2,78
3UVynZatfNNfYiEgMPpF,3,30,-8,0,-11,1,female,29,2,79
3UVynZatfNNfYiEgMPpF,3,11,-3,0,-6,0,female,29,2,80
3UVynZatfNNfYiEgMPpF,3,32,-9,0,-11,1,female,29,2,81
3UVynZatfNNfYiEgMPpF,3,15,-3,0,-9,0,female,29,2,82
3UVynZatfNNfYiEgMPpF,3,26,-6,0,-10,0,female,29,2,83
3UVynZatfNNfYiEgMPpF,3,28,-8,0,-10,1,female,29,2,84
3UVynZatfNNfYiEgMPpF,3,18,-4,0,-8,0,female,29,2,85
3UVynZatfNNfYiEgMPpF,3,23,-5,0,-10,0,female,29,2,86
3UVynZatfNNfYiEgMPpF,3,17,-4,0,-6,0,female,29,2,87
3UVynZatfNNfYiEgMPpF,3,6,-2,0,-10,0,female,29,2,88
3UVynZatfNNfYiEgMPpF,3,1,-2,0,-4,0,female,29,2,89
3UVynZatfNNfYiEgMPpF,3,5,-2,0,-9,0,female,29,2,90
3UVynZatfNNfYiEgMPpF,3,13,-3,0,-10,0,female,29,2,91
3UVynZatfNNfYiEgMPpF,3,25,-6,0,-8,1,female,29,2,92
3UVynZatfNNfYiEgMPpF,3,31,-9,0,-12,0,female,29,2,93
3UVynZatfNNfYiEgMPpF,3,12,-3,0,-8,0,female,29,2,94
3UVynZatfNNfYiEgMPpF,3,24,-5,0,-12,0,female,29,2,95
3UVynZatfNNfYiEgMPpF,3,2,-2,0,-5,0,female,29,2,96
3UVynZatfNNfYiEgMPpF,3,34,-10,0,-5,1,female,29,2,97
3UVynZatfNNfYiEgMPpF,3,29,-8,0,-12,0,female,29,2,98
3UVynZatfNNfYiEgMPpF,3,22,-5,0,-8,0,female,29,2,99
3UVynZatfNNfYiEgMPpF,3,7,-2,0,-11,0,female,29,2,100
3UVynZatfNNfYiEgMPpF,3,21,-5,0,-6,0,female,29,2,101
3UVynZatfNNfYiEgMPpF,3,3,-2,0,-6,0,female,29,2,102
3UVynZatfNNfYiEgMPpF,3,16,-4,0,-5,0,female,29,2,103
3UVynZatfNNfYiEgMPpF,3,10,-3,0,-5,0,female,29,2,104
3UVynZatfNNfYiEgMPpF,3,4,-2,0,-8,0,female,29,2,105
7rkF4UK7qMcHZbPysO7X,1,17,-4,0,-6,1,male,25,3,1
7rkF4UK7qMcHZbPysO7X,1,23,-5,0,-10,1,male,25,3,2
7rkF4UK7qMcHZbPysO7X,1,35,-8,0,-2,1,male,25,3,3
7rkF4UK7qMcHZbPysO7X,1,7,-2,0,-11,1,male,25,3,4
7rkF4UK7qMcHZbPysO7X,1,30,-8,0,-11,1,male,25,3,5
7rkF4UK7qMcHZbPysO7X,1,32,-9,0,-11,1,male,25,3,6
7rkF4UK7qMcHZbPysO7X,1,21,-5,0,-6,1,male,25,3,7
7rkF4UK7qMcHZbPysO7X,1,9,-3,0,-4,1,male,25,3,8
7rkF4UK7qMcHZbPysO7X,1,4,-2,0,-8,1,male,25,3,9
7rkF4UK7qMcHZbPysO7X,1,8,-2,0,-12,1,male,25,3,10
7rkF4UK7qMcHZbPysO7X,1,28,-8,0,-10,1,male,25,3,11
7rkF4UK7qMcHZbPysO7X,1,22,-5,0,-8,1,male,25,3,12
7rkF4UK7qMcHZbPysO7X,1,24,-5,0,-12,1,male,25,3,13
7rkF4UK7qMcHZbPysO7X,1,19,-4,0,-10,1,male,25,3,14
7rkF4UK7qMcHZbPysO7X,1,14,-3,0,-12,1,male,25,3,15
7rkF4UK7qMcHZbPysO7X,1,11,-3,0,-6,1,male,25,3,16
7rkF4UK7qMcHZbPysO7X,1,29,-8,0,-12,1,male,25,3,17
7rkF4UK7qMcHZbPysO7X,1,5,-2,0,-9,1,male,25,3,18
7rkF4UK7qMcHZbPysO7X,1,12,-3,0,-8,1,male,25,3,19
7rkF4UK7qMcHZbPysO7X,1,31,-9,0,-12,1,male,25,3,20
7rkF4UK7qMcHZbPysO7X,1,20,-4,0,-12,1,male,25,3,21
7rkF4UK7qMcHZbPysO7X,1,26,-6,0,-10,1,male,25,3,22
7rkF4UK7qMcHZbPysO7X,1,18,-4,0,-8,1,male,25,3,23
7rkF4UK7qMcHZbPysO7X,1,33,-10,0,-12,1,male,25,3,24
7rkF4UK7qMcHZbPysO7X,1,34,-10,0,-5,1,male,25,3,25
7rkF4UK7qMcHZbPysO7X,1,13,-3,0,-10,1,male,25,3,26
7rkF4UK7qMcHZbPysO7X,1,27,-6,0,-12,1,male,25,3,27
7rkF4UK7qMcHZbPysO7X,1,3,-2,0,-6,1,male,25,3,28
7rkF4UK7qMcHZbPysO7X,1,2,-2,0,-5,1,male,25,3,29
7rkF4UK7qMcHZbPysO7X,1,10,-3,0,-5,1,male,25,3,30
7rkF4UK7qMcHZbPysO7X,1,25,-6,0,-8,1,male,25,3,31
7rkF4UK7qMcHZbPysO7X,1,6,-2,0,-10,1,male,25,3,32
7rkF4UK7qMcHZbPysO7X,1,1,-2,0,-4,1,male,25,3,33
7rkF4UK7qMcHZbPysO7X,1,15,-3,0,-9,1,male,25,3,34
7rkF4UK7qMcHZbPysO7X,1,16,-4,0,-5,1,male,25,3,35
7rkF4UK7qMcHZbPysO7X,2,17,-4,0,-6,1,male,25,3,36
7rkF4UK7qMcHZbPysO7X,2,23,-5,0,-10,1,male,25,3,37
7rkF4UK7qMcHZbPysO7X,2,35,-8,0,-2,1,male,25,3,38
7rkF4UK7qMcHZbPysO7X,2,7,-2,0,-11,1,male,25,3,39
7rkF4UK7qMcHZbPysO7X,2,30,-8,0,-11,1,male,25,3,40
7rkF4UK7qMcHZbPysO7X,2,32,-9,0,-11,1,male,25,3,41
7rkF4UK7qMcHZbPysO7X,2,21,-5,0,-6,1,male,25,3,42
7rkF4UK7qMcHZbPysO7X,2,9,-3,0,-4,1,male,25,3,43
7rkF4UK7qMcHZbPysO7X,2,4,-2,0,-8,1,male,25,3,44
7rkF4UK7qMcHZbPysO7X,2,8,-2,0,-12,1,male,25,3,45
7rkF4UK7qMcHZbPysO7X,2,28,-8,0,-10,1,male,25,3,46
7rkF4UK7qMcHZbPysO7X,2,22,-5,0,-8,1,male,25,3,47
7rkF4UK7qMcHZbPysO7X,2,24,-5,0,-12,1,male,25,3,48
7rkF4UK7qMcHZbPysO7X,2,19,-4,0,-10,1,male,25,3,49
7rkF4UK7qMcHZbPysO7X,2,14,-3,0,-12,1,male,25,3,50
7rkF4UK7qMcHZbPysO7X,2,11,-3,0,-6,1,male,25,3,51
7rkF4UK7qMcHZbPysO7X,2,29,-8,0,-12,1,male,25,3,52
7rkF4UK7qMcHZbPysO7X,2,5,-2,0,-9,1,male,25,3,53
